user_id,country,signup_date,subscription_plan,signup_channel,churn_date
18343,Brazil,2023-12-29,Premium Individual,Social Media Ads,2024-07-16
18344,Brazil,2024-04-27,Premium Individual,Influencer Referral,2024-09-24
18345,Germany,2024-01-14,Premium Individual,Organic Search,2024-04-20
18346,USA,2023-08-10,Free,Social Media Ads,2024-08-23
18347,UK,2023-11-14,Premium Family,Social Media Ads,2024-09-10
18348,USA,2023-10-04,Premium Individual,Social Media Ads,2024-04-05
18349,UK,2024-01-08,Free,App Store,2024-03-31
18350,USA,2024-07-27,Free,App Store,2024-09-23
18351,Brazil,2024-08-20,Free,Social Media Ads,2025-05-29
18352,Brazil,2024-09-03,Premium Individual,Organic Search,2025-03-06
18353,UK,2023-09-15,Free,Social Media Ads,2023-10-21
18354,France,2024-02-12,Free,Social Media Ads,2024-08-27
18355,USA,2023-08-19,Free,Organic Search,2024-02-12
18356,UK,2024-02-15,Free,App Store,2024-12-29
18357,UK,2024-03-18,Premium Student,Social Media Ads,2024-11-02
18358,Germany,2024-06-05,Premium Family,App Store,2024-11-10
18359,Italy,2023-12-13,Free,Organic Search,2024-01-26
18360,Italy,2023-08-15,Premium Student,Social Media Ads,2023-10-30
18361,UK,2024-01-29,Free,Influencer Referral,2024-10-04
18362,Italy,2024-01-18,Free,Influencer Referral,2024-11-30
18363,Italy,2024-04-06,Free,Organic Search,2024-07-20
18364,Brazil,2023-09-09,Free,Influencer Referral,2024-02-24
18365,France,2024-04-02,Free,Organic Search,2024-06-05
18366,USA,2024-01-08,Free,App Store,2024-02-18
18367,UK,2024-05-22,Free,Social Media Ads,2025-03-14
18368,Brazil,2024-08-28,Premium Family,Social Media Ads,2025-07-31
18369,Brazil,2023-10-31,Free,App Store,2024-09-19
18370,France,2024-05-28,Premium Individual,App Store,2025-06-19
18371,Italy,2023-09-21,Premium Student,Social Media Ads,2024-06-29
18372,UK,2024-08-29,Free,Organic Search,2025-09-19
18373,USA,2024-02-09,Premium Student,Influencer Referral,2024-06-23
18374,USA,2024-05-25,Premium Student,Social Media Ads,2025-02-08
18375,Germany,2024-06-07,Free,Organic Search,2024-10-25
18376,Italy,2024-03-31,Premium Family,Influencer Referral,2024-08-05
18377,Italy,2024-01-01,Premium Individual,Organic Search,2024-05-15
18378,UK,2024-05-28,Premium Individual,Influencer Referral,2025-05-13
18379,France,2024-02-07,Premium Family,Influencer Referral,2024-12-07
18380,France,2024-04-20,Free,App Store,2024-07-24
18381,Germany,2024-04-02,Premium Student,Social Media Ads,2024-11-11
18382,Italy,2024-02-02,Free,App Store,2024-12-05
18383,USA,2023-09-16,Free,App Store,2024-07-21
18384,Germany,2023-11-26,Premium Individual,Organic Search,2024-11-12
18385,USA,2024-08-10,Free,Organic Search,2025-05-31
18386,Germany,2024-02-25,Premium Individual,App Store,2025-03-04
18387,Germany,2024-04-11,Free,App Store,2025-02-19
18388,Brazil,2023-11-12,Free,Social Media Ads,2024-07-09
18389,Italy,2024-05-09,Premium Individual,App Store,2024-07-27
18390,Brazil,2024-02-11,Premium Student,Organic Search,2025-03-01
18391,UK,2023-10-27,Free,Influencer Referral,2024-05-25
18392,Brazil,2023-09-28,Free,Social Media Ads,2023-11-10
18393,Brazil,2024-01-06,Free,Influencer Referral,2024-07-28
18394,Brazil,2024-03-14,Free,App Store,2024-04-27
18395,UK,2023-11-21,Premium Individual,App Store,2024-03-23
18396,UK,2023-11-07,Free,Influencer Referral,2024-09-13
18397,USA,2023-11-16,Premium Family,Organic Search,2024-09-26
18398,USA,2023-11-26,Free,Social Media Ads,2024-12-29
18399,Germany,2024-05-22,Premium Student,Organic Search,2024-09-08
18400,Italy,2024-02-16,Premium Family,Social Media Ads,2024-05-10
18401,Germany,2024-02-04,Free,Influencer Referral,2024-06-21
18402,Germany,2023-10-05,Premium Individual,Social Media Ads,2024-03-21
18403,USA,2024-03-05,Premium Student,Organic Search,2024-07-04
18404,Germany,2024-08-19,Premium Family,Organic Search,2025-09-17
18405,France,2024-05-25,Premium Individual,Organic Search,2025-04-16
18406,UK,2024-01-26,Premium Individual,Social Media Ads,2025-01-12
18407,USA,2023-12-01,Premium Individual,Organic Search,2024-08-29
18408,Brazil,2023-12-19,Premium Individual,Organic Search,2024-06-18
18409,UK,2023-08-11,Premium Family,App Store,2023-12-21
18410,Brazil,2023-08-12,Free,Organic Search,2024-08-05
18411,UK,2024-06-06,Premium Family,Influencer Referral,2024-08-26
18412,France,2024-07-03,Free,Organic Search,2025-01-15
18413,Italy,2024-08-22,Free,Organic Search,2024-10-19
18414,USA,2024-04-07,Premium Student,App Store,2024-09-09
18415,Germany,2024-08-06,Free,Organic Search,2025-08-13
18416,USA,2024-01-14,Premium Individual,App Store,2024-09-17
18417,Italy,2023-11-10,Free,Organic Search,2024-01-14
18418,Italy,2023-11-07,Premium Individual,Influencer Referral,2024-03-19
18419,UK,2023-11-03,Free,Social Media Ads,2024-01-31
18420,Italy,2024-05-25,Premium Student,Organic Search,2025-02-22
18421,USA,2023-08-04,Free,App Store,2024-02-08
18422,Italy,2024-08-13,Premium Individual,Organic Search,2024-12-28
18423,Germany,2024-06-05,Premium Individual,Social Media Ads,2025-03-15
18424,UK,2023-12-31,Free,Influencer Referral,2024-08-04
18425,Italy,2024-05-07,Premium Individual,App Store,2025-02-20
18426,France,2023-09-23,Premium Individual,Influencer Referral,2024-08-03
18427,USA,2024-01-20,Free,Influencer Referral,2024-04-21
18428,USA,2023-09-13,Free,Organic Search,2024-08-27
18429,UK,2023-09-14,Premium Individual,App Store,2023-11-17
18430,France,2023-08-03,Free,Influencer Referral,2023-09-16
18431,Italy,2024-06-14,Premium Individual,App Store,2024-08-01
18432,Brazil,2024-05-24,Premium Student,Influencer Referral,2025-03-18
18433,UK,2024-07-23,Premium Individual,App Store,2024-09-17
18434,Germany,2024-08-27,Premium Student,Social Media Ads,2025-08-20
18435,Brazil,2024-08-20,Free,Organic Search,2025-06-18
18436,Brazil,2024-09-01,Premium Family,Organic Search,2025-06-30
18437,UK,2023-08-07,Free,Organic Search,2024-01-01
18438,Brazil,2024-06-09,Premium Student,Organic Search,2024-10-02
18439,USA,2024-05-16,Premium Student,Social Media Ads,2024-10-11
18440,USA,2023-10-04,Premium Individual,Organic Search,2024-08-05
18441,USA,2023-09-24,Free,Organic Search,2024-01-10
18442,Brazil,2024-08-26,Free,Social Media Ads,2025-07-19
18443,Italy,2024-07-19,Premium Student,Organic Search,2024-12-27
18444,Brazil,2023-12-10,Premium Individual,Organic Search,2024-03-15
18445,UK,2023-08-30,Premium Individual,App Store,2024-02-22
18446,UK,2023-12-12,Premium Individual,Social Media Ads,2024-12-13
18447,USA,2023-08-03,Free,Influencer Referral,2023-12-23
18448,Germany,2024-05-01,Premium Student,Organic Search,2024-09-08
18449,USA,2023-12-31,Premium Individual,Social Media Ads,2024-10-23
18450,Italy,2023-08-20,Free,Organic Search,2024-09-03
18451,Germany,2024-08-26,Premium Individual,Social Media Ads,2024-12-17
18452,Brazil,2024-06-26,Premium Individual,Organic Search,2025-01-26
18453,Germany,2024-07-27,Premium Individual,Organic Search,2025-06-12
18454,France,2024-09-02,Free,Social Media Ads,2024-11-18
18455,Italy,2023-08-06,Premium Student,App Store,2023-11-23
18456,Italy,2024-06-06,Premium Individual,App Store,2025-03-24
18457,France,2024-06-11,Premium Individual,App Store,2024-10-25
18458,Germany,2024-06-08,Premium Student,Organic Search,2025-02-02
18459,Germany,2023-11-15,Premium Student,Organic Search,2024-06-06
18460,Italy,2024-01-04,Premium Student,App Store,2024-11-11
18461,USA,2024-08-06,Free,Influencer Referral,2025-03-03
18462,USA,2023-08-27,Free,App Store,2024-01-14
18463,UK,2024-04-13,Free,Influencer Referral,2024-08-27
18464,Germany,2024-06-13,Free,Social Media Ads,2024-08-03
18465,France,2024-06-15,Free,Social Media Ads,2024-08-28
18466,UK,2024-03-26,Premium Individual,App Store,2024-06-27
18467,Brazil,2024-06-02,Free,Social Media Ads,2025-05-21
18468,Italy,2024-07-29,Premium Student,Influencer Referral,2025-02-20
18469,USA,2024-06-02,Premium Family,Organic Search,2025-06-27
18470,Italy,2023-09-16,Free,Organic Search,2023-11-01
18471,Brazil,2023-11-06,Free,Social Media Ads,2024-12-05
18472,USA,2023-12-01,Free,Influencer Referral,2024-08-30
18473,Brazil,2023-12-16,Free,Social Media Ads,2024-07-16
18474,Brazil,2023-12-23,Premium Family,Organic Search,2024-07-26
18475,Brazil,2023-10-27,Free,Social Media Ads,2024-11-13
18476,Italy,2024-04-30,Premium Family,Social Media Ads,2024-08-15
18477,Brazil,2023-09-14,Free,Organic Search,2024-02-13
18478,USA,2024-06-11,Free,Influencer Referral,2025-05-02
18479,USA,2024-04-20,Free,Organic Search,2024-05-25
18480,Germany,2024-08-19,Free,App Store,2025-05-17
18481,Germany,2023-08-03,Premium Individual,Influencer Referral,2024-04-17
18482,Brazil,2023-11-27,Free,App Store,2024-07-17
18483,UK,2024-07-25,Premium Student,Organic Search,2025-02-03
18484,USA,2024-02-14,Premium Individual,Organic Search,2024-12-07
18485,France,2024-03-12,Premium Individual,Organic Search,2025-03-21
18486,Germany,2023-08-12,Premium Student,App Store,2024-04-17
18487,Germany,2024-05-31,Free,Organic Search,2025-04-30
18488,Germany,2023-11-10,Premium Family,Influencer Referral,2023-12-13
18489,Germany,2024-08-20,Premium Student,Social Media Ads,2024-11-13
18490,France,2023-12-28,Premium Individual,App Store,2024-08-16
18491,USA,2023-10-15,Premium Individual,Organic Search,2024-09-05
18492,France,2024-03-25,Premium Individual,Influencer Referral,2024-07-26
18493,USA,2024-02-07,Free,Organic Search,2024-12-03
18494,UK,2024-02-05,Free,Influencer Referral,2024-12-15
18495,France,2024-08-14,Free,App Store,2025-04-28
18496,France,2023-12-24,Free,App Store,2024-09-25
18497,France,2024-01-07,Premium Individual,Organic Search,2024-04-23
18498,USA,2024-04-06,Premium Individual,Social Media Ads,2024-12-11
18499,USA,2023-10-08,Premium Family,Organic Search,2024-01-04
18500,Germany,2024-06-27,Free,Influencer Referral,2025-02-09
18501,USA,2023-10-31,Premium Individual,Influencer Referral,2024-10-29
18502,USA,2023-11-05,Free,Influencer Referral,2024-03-09
18503,Italy,2023-08-05,Premium Individual,App Store,2024-07-04
18504,USA,2023-12-16,Premium Individual,Influencer Referral,2024-09-13
18505,USA,2024-03-21,Free,Social Media Ads,2024-11-21
18506,Germany,2024-05-08,Premium Individual,Organic Search,2025-03-27
18507,Brazil,2024-07-25,Premium Individual,Organic Search,2025-04-10
18508,Brazil,2024-06-07,Premium Individual,Social Media Ads,2024-11-29
18509,UK,2023-12-07,Free,Influencer Referral,2024-03-04
18510,UK,2024-06-26,Premium Family,Organic Search,2024-12-02
18511,UK,2023-10-17,Premium Family,App Store,2024-07-14
18512,Italy,2023-10-23,Premium Student,Influencer Referral,2024-11-03
18513,UK,2023-12-22,Free,App Store,2025-01-02
18514,France,2024-03-03,Free,Influencer Referral,2025-01-23
18515,UK,2023-10-21,Premium Student,Organic Search,2024-08-21
18516,Brazil,2024-07-26,Premium Student,App Store,2024-09-17
18517,Germany,2023-11-17,Premium Individual,Influencer Referral,2024-07-19
18518,USA,2024-01-04,Free,Influencer Referral,2024-05-15
18519,UK,2024-03-29,Free,Social Media Ads,2024-10-02
18520,Brazil,2024-01-19,Free,App Store,2024-12-29
18521,Germany,2024-01-09,Premium Student,App Store,2024-04-26
18522,USA,2024-08-28,Premium Individual,Influencer Referral,2025-07-03
18523,France,2024-01-22,Premium Student,Organic Search,2024-03-01
18524,Brazil,2023-09-15,Premium Individual,Social Media Ads,2023-12-25
18525,Germany,2024-05-19,Premium Individual,Social Media Ads,2024-12-03
18526,France,2024-05-09,Free,App Store,2024-12-05
18527,UK,2023-10-27,Premium Individual,App Store,2024-03-27
18528,Italy,2024-07-06,Free,Influencer Referral,2024-10-13
18529,USA,2024-01-04,Free,App Store,2024-08-03
18530,UK,2023-09-30,Free,App Store,2024-06-04
18531,USA,2023-10-08,Premium Student,App Store,2024-05-18
18532,France,2024-05-12,Premium Individual,Influencer Referral,2024-07-13
18533,USA,2023-10-26,Premium Family,App Store,2024-07-08
18534,Italy,2024-02-04,Premium Student,Social Media Ads,2024-06-10
18535,France,2024-05-20,Free,Influencer Referral,2025-02-07
18536,Italy,2024-07-07,Premium Individual,Influencer Referral,2024-09-05
18537,Italy,2024-02-12,Premium Family,Social Media Ads,2024-04-06
18538,Brazil,2024-07-28,Free,App Store,2025-08-03
18539,UK,2023-11-30,Free,Organic Search,2024-02-26
18540,USA,2024-07-14,Premium Individual,App Store,2024-10-18
18541,USA,2023-11-09,Premium Student,Organic Search,2024-03-19
18542,Brazil,2023-08-26,Premium Individual,Influencer Referral,2024-04-05
18543,Italy,2024-05-17,Premium Individual,Social Media Ads,2024-10-23
18544,UK,2024-05-29,Free,Organic Search,2024-09-02
18545,France,2024-08-05,Free,Social Media Ads,2025-04-05
18546,Italy,2024-08-03,Free,Organic Search,2024-10-19
18547,USA,2023-09-10,Premium Individual,Organic Search,2024-05-23
18548,Italy,2024-04-05,Free,App Store,2024-05-06
18549,France,2024-05-08,Free,Influencer Referral,2024-11-06
18550,Germany,2024-03-28,Premium Student,Organic Search,2024-05-27
18551,Germany,2023-08-08,Free,App Store,2023-12-18
18552,Germany,2023-08-19,Free,Organic Search,2024-03-31
18553,USA,2024-04-25,Premium Individual,Organic Search,2024-06-28
18554,France,2024-07-08,Free,Social Media Ads,2025-02-17
18555,UK,2023-10-11,Free,Organic Search,2024-03-01
18556,Italy,2023-08-19,Free,Organic Search,2023-12-21
18557,Brazil,2024-01-09,Premium Individual,Influencer Referral,2024-06-11
18558,Germany,2023-12-04,Premium Individual,App Store,2024-12-13
18559,Italy,2024-08-28,Free,Influencer Referral,2025-06-04
18560,Italy,2024-08-05,Premium Family,App Store,2025-02-13
18561,UK,2024-03-11,Premium Individual,Influencer Referral,2024-06-24
18562,UK,2024-08-14,Free,Social Media Ads,2025-07-08
18563,Germany,2023-10-31,Free,Social Media Ads,2024-06-19
18564,UK,2024-08-31,Premium Individual,Organic Search,2025-04-06
18565,Brazil,2024-01-26,Premium Individual,Influencer Referral,2025-01-11
18566,France,2024-02-07,Free,App Store,2024-06-06
18567,UK,2023-08-21,Premium Individual,Influencer Referral,2024-09-04
18568,France,2023-10-10,Free,Organic Search,2024-01-06
18569,USA,2023-10-17,Free,Organic Search,2024-07-30
18570,Brazil,2024-02-12,Premium Individual,Social Media Ads,2024-05-16
18571,Italy,2023-10-15,Free,Organic Search,2023-12-07
18572,Brazil,2023-09-10,Free,App Store,2024-06-15
18573,UK,2024-03-30,Free,Social Media Ads,2024-12-26
18574,Italy,2024-07-15,Free,Influencer Referral,2025-05-18
18575,Italy,2023-08-28,Free,Organic Search,2023-10-01
18576,Germany,2024-03-12,Free,Organic Search,2024-06-11
18577,UK,2024-08-19,Premium Family,Social Media Ads,2025-02-07
18578,France,2024-01-09,Free,Influencer Referral,2025-02-07
18579,Brazil,2023-10-13,Free,Organic Search,2024-10-23
18580,Germany,2023-09-01,Premium Family,Influencer Referral,2024-09-03
18581,UK,2024-08-09,Premium Individual,Organic Search,2025-05-31
18582,France,2024-01-10,Premium Individual,Social Media Ads,2024-05-08
18583,France,2023-09-12,Premium Student,App Store,2024-07-20
18584,Brazil,2024-07-12,Premium Individual,App Store,2024-12-05
18585,UK,2024-06-16,Free,Social Media Ads,2024-11-28
18586,USA,2024-05-08,Free,App Store,2025-06-01
18587,France,2023-09-03,Free,Social Media Ads,2024-01-12
18588,USA,2023-09-02,Premium Student,Influencer Referral,2024-10-05
18589,France,2023-10-27,Free,Influencer Referral,2024-09-23
18590,Italy,2023-10-03,Premium Family,Organic Search,2024-04-02
18591,USA,2024-02-29,Premium Individual,App Store,2024-07-15
18592,Italy,2024-01-04,Premium Individual,Influencer Referral,2024-12-08
18593,USA,2024-06-02,Free,Organic Search,2025-06-06
18594,Germany,2023-09-10,Free,Influencer Referral,2024-09-14
18595,UK,2024-05-18,Premium Individual,Influencer Referral,2024-10-05
18596,Italy,2024-08-08,Premium Family,Social Media Ads,2025-07-29
18597,France,2023-09-22,Free,Social Media Ads,2024-03-07
18598,USA,2024-04-17,Premium Individual,Organic Search,2025-01-19
18599,France,2024-02-20,Premium Individual,Influencer Referral,2024-10-30
18600,USA,2023-09-07,Premium Student,Organic Search,2024-03-09
18601,USA,2023-11-26,Premium Student,Organic Search,2024-05-02
18602,USA,2024-06-11,Premium Individual,Influencer Referral,2025-01-13
18603,France,2024-07-13,Premium Individual,Social Media Ads,2024-09-05
18604,France,2023-12-26,Free,App Store,2024-10-14
18605,USA,2023-09-12,Free,Social Media Ads,2023-10-28
18606,UK,2023-11-06,Premium Individual,App Store,2024-03-10
18607,Germany,2024-07-03,Free,Influencer Referral,2025-03-17
18608,Italy,2024-03-15,Premium Family,Organic Search,2025-01-01
18609,USA,2024-01-20,Free,Organic Search,2024-11-30
18610,USA,2023-08-06,Free,App Store,2024-03-17
18611,Italy,2024-06-09,Premium Student,Social Media Ads,2025-02-01
18612,Germany,2024-02-03,Premium Individual,App Store,2024-10-05
18613,Brazil,2024-03-06,Premium Individual,Organic Search,2025-02-22
18614,USA,2024-07-03,Free,Social Media Ads,2025-06-07
18615,Germany,2024-03-12,Free,Social Media Ads,2024-09-23
18616,France,2024-08-06,Free,Social Media Ads,2025-08-19
18617,Germany,2024-03-11,Free,Social Media Ads,2024-07-16
18618,France,2023-12-16,Free,Social Media Ads,2024-05-07
18619,Brazil,2024-08-04,Free,Social Media Ads,2024-10-14
18620,UK,2024-04-13,Premium Individual,App Store,2025-02-19
18621,USA,2024-05-31,Premium Student,Organic Search,2025-01-30
18622,France,2023-10-30,Premium Student,Organic Search,2024-07-07
18623,USA,2024-04-25,Premium Student,Social Media Ads,2025-03-12
18624,UK,2024-03-12,Free,Influencer Referral,2024-07-27
18625,USA,2023-09-12,Premium Individual,Organic Search,2024-01-09
18626,USA,2023-11-10,Premium Individual,Influencer Referral,2024-08-05
18627,Italy,2024-07-30,Free,Influencer Referral,2024-08-30
18628,Italy,2024-03-16,Premium Individual,Social Media Ads,2024-12-13
18629,Germany,2024-06-05,Free,Organic Search,2024-09-22
18630,Germany,2023-10-08,Free,App Store,2024-09-05
18631,UK,2023-10-27,Premium Student,Organic Search,2024-02-21
18632,Brazil,2024-08-11,Free,App Store,2025-02-07
18633,Germany,2024-01-16,Premium Individual,App Store,2024-10-21
18634,Italy,2024-07-20,Premium Family,Social Media Ads,2025-06-15
18635,USA,2024-06-19,Premium Student,Social Media Ads,2025-05-30
18636,USA,2023-12-13,Premium Individual,Influencer Referral,2024-04-11
18637,France,2024-08-14,Premium Student,Social Media Ads,2025-07-27
18638,France,2024-06-06,Premium Individual,App Store,2024-12-23
18639,USA,2023-09-21,Free,App Store,2024-04-01
18640,UK,2023-09-08,Premium Individual,Influencer Referral,2024-05-24
18641,Italy,2023-09-20,Premium Individual,App Store,2024-10-17
18642,Italy,2024-05-23,Premium Individual,Social Media Ads,2025-01-29
18643,France,2023-09-27,Premium Individual,Social Media Ads,2024-02-28
18644,UK,2023-11-21,Free,Influencer Referral,2024-01-08
18645,Germany,2024-01-21,Premium Student,Influencer Referral,2025-01-07
18646,Italy,2023-09-24,Premium Family,Influencer Referral,2024-03-02
18647,France,2023-12-11,Premium Student,Influencer Referral,2024-11-06
18648,Italy,2024-04-28,Premium Family,Organic Search,2024-09-22
18649,Italy,2024-08-23,Free,Social Media Ads,2024-10-29
18650,Italy,2024-02-04,Premium Individual,App Store,2025-02-26
18651,Brazil,2024-05-25,Free,Organic Search,2024-07-25
18652,France,2024-02-29,Free,App Store,2025-03-23
18653,Germany,2024-02-03,Premium Individual,Organic Search,2024-05-17
18654,Germany,2024-02-25,Free,Organic Search,2024-08-07
18655,France,2024-08-18,Free,Organic Search,2024-11-14
18656,France,2023-08-24,Free,Social Media Ads,2024-07-09
18657,Germany,2024-02-22,Premium Family,Organic Search,2024-04-13
18658,Germany,2023-08-21,Premium Individual,Social Media Ads,2024-04-11
18659,UK,2024-07-16,Free,Organic Search,2025-08-10
18660,France,2024-03-28,Premium Family,Social Media Ads,2024-09-20
18661,UK,2023-08-19,Free,App Store,2023-11-28
18662,France,2024-04-06,Premium Family,Social Media Ads,2025-02-19
18663,Brazil,2024-01-22,Premium Individual,Social Media Ads,2024-10-05
18664,Germany,2023-08-19,Free,Influencer Referral,2024-09-04
18665,Italy,2024-08-26,Free,Organic Search,2025-03-04
18666,Brazil,2023-12-30,Premium Individual,App Store,2024-06-10
18667,USA,2023-08-10,Free,Organic Search,2024-01-06
18668,Italy,2024-04-02,Free,App Store,2024-07-03
18669,Germany,2023-12-29,Free,Organic Search,2024-08-18
18670,France,2024-04-19,Free,Social Media Ads,2025-05-05
18671,Germany,2023-10-04,Premium Student,Organic Search,2024-07-02
18672,USA,2024-06-27,Free,Social Media Ads,2025-04-15
18673,France,2024-01-16,Premium Individual,App Store,2024-11-11
18674,USA,2024-01-16,Free,Social Media Ads,2024-05-04
18675,France,2024-06-17,Premium Student,Organic Search,2025-05-03
18676,UK,2024-03-07,Premium Family,App Store,2024-04-09
18677,USA,2023-08-01,Free,App Store,2024-02-13
18678,Italy,2024-03-19,Free,Organic Search,2024-12-19
18679,USA,2024-04-15,Premium Individual,App Store,2024-07-15
18680,Germany,2023-12-03,Premium Student,Social Media Ads,2024-08-19
18681,UK,2023-10-12,Free,Influencer Referral,2023-12-06
18682,Germany,2023-08-22,Premium Individual,Social Media Ads,2023-12-12
18683,USA,2024-07-04,Premium Student,Influencer Referral,2025-05-13
18684,France,2023-08-02,Free,Organic Search,2024-04-25
18685,France,2024-03-21,Premium Individual,Influencer Referral,2025-04-07
18686,USA,2024-06-30,Free,App Store,2024-09-25
18687,Brazil,2023-12-19,Premium Family,Influencer Referral,2024-11-23
18688,USA,2023-10-20,Free,Influencer Referral,2024-04-16
18689,Germany,2024-05-12,Free,Social Media Ads,2025-03-28
18690,Italy,2024-04-09,Premium Individual,App Store,2024-09-01
18691,France,2023-08-06,Free,Organic Search,2024-06-17
18692,France,2024-03-18,Premium Family,App Store,2025-03-02
18693,Germany,2023-08-01,Premium Student,Social Media Ads,2024-05-26
18694,France,2024-01-07,Free,App Store,2024-05-24
18695,Brazil,2023-11-30,Free,Organic Search,2024-11-09
18696,USA,2024-06-29,Premium Individual,Social Media Ads,2024-11-10
18697,Germany,2024-08-25,Free,App Store,2024-11-05
18698,Brazil,2024-05-06,Premium Individual,Organic Search,2025-03-11
18699,Brazil,2024-05-20,Premium Student,Influencer Referral,2024-09-08
18700,USA,2023-08-10,Free,App Store,2023-09-15
18701,Italy,2023-08-26,Premium Family,Organic Search,2023-10-25
18702,Brazil,2024-06-06,Premium Individual,App Store,2025-03-28
18703,Germany,2024-01-19,Premium Student,Social Media Ads,2024-03-03
18704,Germany,2024-02-19,Premium Individual,Social Media Ads,2024-04-06
18705,Germany,2024-05-03,Free,App Store,2025-06-05
18706,UK,2023-12-17,Premium Individual,Organic Search,2024-02-05
18707,USA,2024-04-29,Free,Organic Search,2025-02-10
18708,Brazil,2024-05-17,Free,Influencer Referral,2024-12-14
18709,France,2023-11-05,Free,Organic Search,2024-04-06
18710,Germany,2024-05-01,Free,Social Media Ads,2025-05-20
18711,USA,2023-10-07,Premium Individual,Organic Search,2024-03-11
18712,USA,2023-12-03,Premium Family,Influencer Referral,2024-03-02
18713,Germany,2024-06-08,Premium Individual,App Store,2024-11-30
18714,USA,2024-08-28,Premium Family,Influencer Referral,2025-01-17
18715,Brazil,2023-08-26,Premium Student,App Store,2024-07-05
18716,UK,2024-04-16,Premium Individual,Influencer Referral,2025-01-22
18717,USA,2024-03-15,Premium Individual,App Store,2024-05-20
18718,Germany,2024-03-30,Premium Individual,App Store,2025-03-25
18719,France,2024-06-10,Premium Individual,Influencer Referral,2025-05-29
18720,France,2023-08-28,Free,App Store,2024-03-28
18721,USA,2024-05-22,Premium Family,App Store,2024-11-12
18722,Italy,2023-11-20,Premium Individual,Influencer Referral,2024-06-21
18723,Germany,2023-10-01,Free,Influencer Referral,2024-05-07
18724,Italy,2024-01-26,Free,Influencer Referral,2024-06-19
18725,UK,2023-08-11,Premium Individual,Organic Search,2024-02-17
18726,USA,2024-04-09,Premium Individual,Social Media Ads,2024-09-25
18727,Brazil,2024-03-14,Premium Individual,App Store,2025-04-10
18728,Italy,2024-02-22,Premium Individual,Organic Search,2024-05-14
18729,France,2023-08-13,Free,Influencer Referral,2023-10-03
18730,Brazil,2024-06-01,Premium Individual,Influencer Referral,2024-08-14
18731,France,2023-08-15,Free,App Store,2023-11-10
18732,Germany,2023-11-14,Free,Influencer Referral,2024-09-11
18733,Brazil,2024-01-06,Free,Social Media Ads,2024-06-14
18734,Germany,2024-05-07,Premium Student,App Store,2024-12-02
18735,UK,2024-01-11,Free,Social Media Ads,2024-12-11
18736,Italy,2024-06-22,Free,Influencer Referral,2025-05-05
18737,Germany,2024-08-08,Premium Individual,Social Media Ads,2025-08-10
18738,Germany,2024-06-02,Free,Social Media Ads,2025-02-26
18739,Italy,2023-08-16,Premium Individual,Organic Search,2024-06-25
18740,Italy,2024-06-04,Free,Organic Search,2024-07-05
18741,Germany,2023-10-22,Premium Family,App Store,2024-03-15
18742,Italy,2024-07-21,Free,App Store,2025-02-22
18743,Italy,2024-08-26,Premium Student,Social Media Ads,2025-08-28
18744,USA,2023-09-03,Free,App Store,2024-04-23
18745,France,2023-09-09,Premium Individual,Organic Search,2024-07-01
18746,Brazil,2024-05-05,Premium Individual,Influencer Referral,2024-07-24
18747,USA,2023-09-27,Premium Individual,Organic Search,2024-08-08
18748,Italy,2024-08-22,Free,Influencer Referral,2025-09-09
18749,Brazil,2024-03-04,Free,Social Media Ads,2024-08-12
18750,UK,2024-03-17,Free,App Store,2025-02-05
18751,USA,2024-07-10,Free,Social Media Ads,2024-10-23
18752,Italy,2023-10-26,Premium Individual,Influencer Referral,2024-10-22
18753,Germany,2024-03-10,Premium Student,Social Media Ads,2024-12-20
18754,USA,2024-09-03,Premium Individual,Organic Search,2025-05-12
18755,Italy,2023-08-09,Free,Influencer Referral,2024-04-12
18756,Italy,2023-10-09,Premium Student,App Store,2024-09-11
18757,Brazil,2023-09-28,Free,Organic Search,2024-02-01
18758,USA,2023-12-13,Premium Individual,App Store,2024-03-18
18759,Italy,2023-09-21,Premium Individual,Influencer Referral,2024-05-31
18760,Italy,2023-10-08,Premium Individual,App Store,2024-09-18
18761,France,2024-07-07,Free,App Store,2025-07-12
18762,UK,2024-02-02,Premium Individual,App Store,2025-02-06
18763,Italy,2023-12-22,Free,Organic Search,2024-03-22
18764,France,2024-01-15,Free,Organic Search,2024-02-21
18765,France,2024-08-23,Free,App Store,2024-12-08
18766,Italy,2024-02-13,Free,App Store,2024-11-06
18767,France,2024-02-04,Premium Student,Organic Search,2024-08-02
18768,France,2024-08-06,Free,Social Media Ads,2024-10-10
18769,USA,2023-08-15,Free,Organic Search,2024-02-04
18770,Italy,2024-02-08,Free,Social Media Ads,2024-11-03
18771,USA,2024-05-26,Premium Student,Organic Search,2024-07-14
18772,Italy,2024-02-22,Free,Social Media Ads,2025-02-17
18773,USA,2024-07-13,Premium Family,App Store,2025-01-08
18774,Germany,2024-07-20,Premium Family,App Store,2024-10-24
18775,Italy,2023-12-13,Premium Individual,Organic Search,2024-06-04
18776,Italy,2024-06-23,Free,Influencer Referral,2025-01-21
18777,USA,2023-11-06,Premium Individual,Social Media Ads,2024-09-22
18778,Italy,2023-11-04,Premium Individual,App Store,2024-01-08
18779,Brazil,2024-08-25,Premium Family,Organic Search,2025-03-16
18780,UK,2023-08-06,Free,App Store,2024-05-02
18781,Germany,2023-12-20,Free,App Store,2024-11-12
