stream_id,user_id,track_id,platform_id,listen_date,listen_hour,device_type,connection_type,stream_source,is_skipped,is_liked,listen_duration_sec,royalty_cost,revenue_generated
720908,1514,16,1,2024-11-21,5,Mobile Android,Wifi,Search,False,False,149,0.00455,0.00669
720912,41589,76,1,2024-07-30,19,Mobile iOS,Wifi,Search,False,True,140,0.0014,0.00206
720913,9955,39,4,2024-03-28,19,Tablet,Cellular,Editorial,True,False,22,0.0,0.00878
720915,2104,14,3,2024-07-03,14,Tablet,Wifi,Algorithmic,True,False,19,0.0,0.00953
720923,39765,58,1,2024-01-18,13,Smart Speaker,Offline,Search,False,False,162,0.00114,0.00167
720928,2634,7,1,2024-06-06,2,Mobile iOS,Cellular,Search,False,False,234,0.00118,0.00173
720931,15198,19,1,2024-02-24,13,Mobile Android,Cellular,Search,True,False,23,0.0,0.00168
720938,43195,13,4,2024-10-24,11,Smart Speaker,Wifi,Search,False,False,243,0.00507,0.00745
720940,32514,78,1,2024-11-06,9,Mobile Android,Cellular,Search,False,False,134,0.0012,0.00177
720967,38951,95,2,2024-04-18,22,Tablet,Wifi,Search,True,False,8,0.0,0.00534
720979,22233,21,2,2024-07-11,2,Smart Speaker,Wifi,Editorial,False,True,174,0.0058,0.00853
720994,18984,74,1,2024-12-28,21,Mobile iOS,Wifi,Editorial,False,False,111,0.00109,0.00161
720995,33950,38,1,2024-10-28,13,Desktop,Cellular,Algorithmic,True,False,25,0.0,0.00716
721007,39,17,2,2024-01-27,2,Tablet,Wifi,Algorithmic,False,False,173,0.00417,0.00613
721008,26667,57,4,2024-11-01,22,Desktop,Cellular,Editorial,True,False,9,0.0,0.00159
721015,37458,54,1,2024-05-28,13,Mobile iOS,Cellular,Algorithmic,False,False,151,0.00305,0.00449
721021,30518,65,3,2024-03-17,20,Mobile Android,Wifi,Algorithmic,True,False,5,0.0,0.00203
721022,20492,70,4,2024-07-06,16,Mobile Android,Wifi,Editorial,False,False,115,0.00138,0.00203
721024,7116,12,3,2024-08-21,1,Desktop,Cellular,Search,True,False,17,0.0,0.0052
721043,34567,81,3,2024-07-25,18,Desktop,Cellular,Algorithmic,False,False,150,0.00335,0.00492
721057,1396,5,2,2024-11-06,18,Desktop,Wifi,Algorithmic,True,False,23,0.0,0.00781
721061,16049,29,2,2024-05-31,8,Desktop,Wifi,Search,True,False,15,0.0,0.00866
721076,2436,87,3,2024-09-26,3,Mobile Android,Cellular,Search,False,False,243,0.0059,0.00867
721079,43401,10,2,2024-10-22,5,Mobile Android,Wifi,Search,False,False,126,0.00118,0.00174
721098,36412,99,1,2024-10-26,10,Smart Speaker,Cellular,Algorithmic,False,False,208,0.00438,0.00644
721120,374,33,4,2024-08-18,1,Smart Speaker,Offline,Search,False,True,140,0.00424,0.00623
721128,30135,30,2,2024-10-21,1,Smart Speaker,Wifi,Search,True,False,22,0.0,0.00446
721152,34985,58,1,2024-07-25,4,Mobile Android,Wifi,Search,False,False,178,0.00104,0.00153
721154,4238,83,3,2024-03-31,11,Smart Speaker,Wifi,Editorial,False,False,147,0.00328,0.00482
721159,34054,24,2,2024-11-23,4,Smart Speaker,Wifi,Editorial,True,False,4,0.0,0.00692
721162,25410,9,2,2024-12-15,15,Desktop,Wifi,Search,True,False,8,0.0,0.00189
721165,1728,9,4,2024-10-10,4,Smart Speaker,Wifi,Algorithmic,False,True,226,0.00624,0.00917
721173,38404,29,1,2024-07-05,17,Mobile Android,Wifi,Algorithmic,False,False,121,0.00575,0.00845
721211,34653,35,3,2024-01-14,20,Mobile Android,Wifi,Algorithmic,False,False,236,0.00136,0.002
721215,14369,59,1,2024-06-27,19,Mobile Android,Cellular,Editorial,False,True,188,0.00457,0.00672
721246,2827,36,1,2024-07-17,12,Smart Speaker,Cellular,Editorial,False,False,136,0.00106,0.00156
721256,43912,91,1,2024-06-01,20,Desktop,Wifi,Editorial,False,False,144,0.00152,0.00224
721261,9390,72,3,2024-08-13,19,Tablet,Wifi,Algorithmic,False,True,123,0.00092,0.00135
721263,23721,48,4,2024-07-04,15,Desktop,Offline,Editorial,False,False,233,0.00462,0.00679
721267,10361,1,1,2024-06-13,10,Desktop,Cellular,Search,True,False,28,0.0,0.00165
721278,37939,91,1,2024-09-19,22,Smart Speaker,Cellular,Search,False,False,156,0.00288,0.00424
721283,12964,27,4,2024-08-11,21,Mobile iOS,Wifi,Search,False,False,241,0.00366,0.00538
721300,42073,69,3,2024-09-15,21,Mobile Android,Wifi,Algorithmic,True,False,17,0.0,0.00608
721301,5085,49,3,2024-09-04,14,Desktop,Cellular,Search,False,False,241,0.00493,0.00725
721322,21391,74,3,2024-07-27,16,Mobile iOS,Offline,Editorial,False,False,141,0.0049,0.00721
721330,11088,15,4,2024-08-03,7,Tablet,Wifi,Search,False,True,118,0.00422,0.00621
721338,36688,58,4,2024-06-01,12,Desktop,Wifi,Editorial,False,True,173,0.00135,0.00198
721339,19117,21,4,2024-02-17,8,Desktop,Wifi,Algorithmic,True,False,19,0.0,0.00148
721348,4969,50,2,2024-11-04,2,Mobile iOS,Cellular,Algorithmic,True,False,8,0.0,0.00783
721349,34653,38,2,2024-11-13,11,Desktop,Wifi,Algorithmic,True,False,19,0.0,0.00213
721359,31367,57,3,2024-06-13,8,Mobile iOS,Offline,Algorithmic,True,False,17,0.0,0.0048
721379,34096,20,2,2024-08-11,23,Mobile Android,Cellular,Editorial,False,False,215,0.00647,0.00952
721385,4028,41,1,2024-07-05,12,Tablet,Wifi,Search,True,False,19,0.0,0.00162
721387,26000,76,3,2024-09-25,14,Mobile Android,Wifi,Search,False,True,157,0.00375,0.00552
721390,24592,12,3,2024-09-08,3,Smart Speaker,Cellular,Editorial,False,False,129,0.00566,0.00832
721399,22304,9,1,2024-03-06,18,Desktop,Wifi,Algorithmic,True,False,28,0.0,0.00952
721401,14219,2,2,2024-06-15,11,Tablet,Wifi,Search,False,False,211,0.00574,0.00844
721411,20061,34,4,2024-03-09,13,Smart Speaker,Wifi,Algorithmic,True,False,11,0.0,0.00621
721419,15597,98,3,2024-05-13,9,Desktop,Wifi,Algorithmic,False,False,155,0.00117,0.00172
721425,37917,69,3,2024-09-20,10,Mobile iOS,Cellular,Search,False,False,190,0.00436,0.00641
721450,14114,8,2,2024-08-04,20,Tablet,Cellular,Algorithmic,False,True,299,0.00101,0.00148
721451,6993,31,4,2024-03-10,7,Mobile Android,Wifi,Search,True,False,29,0.0,0.00171
721458,4964,7,1,2024-06-24,10,Tablet,Offline,Search,False,True,157,0.00372,0.00547
721465,17527,51,4,2024-08-20,10,Smart Speaker,Wifi,Algorithmic,True,False,9,0.0,0.00627
721487,16833,32,4,2024-07-22,10,Tablet,Wifi,Search,False,False,126,0.00121,0.00178
721488,22402,82,1,2024-11-24,18,Mobile iOS,Wifi,Search,False,True,226,0.00466,0.00686
721489,37860,88,3,2024-10-21,5,Tablet,Wifi,Algorithmic,False,False,132,0.00364,0.00535
721496,12642,17,3,2024-10-05,23,Smart Speaker,Wifi,Search,True,False,25,0.0,0.00177
721498,386,15,4,2024-03-07,21,Desktop,Wifi,Algorithmic,True,False,27,0.0,0.00479
721504,5058,23,1,2024-10-08,11,Mobile iOS,Wifi,Editorial,True,False,2,0.0,0.00687
721516,23952,60,4,2024-04-20,16,Mobile Android,Cellular,Search,False,False,120,0.00567,0.00834
721519,10780,60,1,2024-08-15,19,Smart Speaker,Wifi,Editorial,False,False,135,0.00146,0.00214
721555,22012,88,2,2024-01-03,1,Desktop,Cellular,Search,False,False,175,0.00592,0.0087
721562,21619,10,4,2024-09-02,21,Mobile Android,Cellular,Search,False,False,119,0.00141,0.00207
721588,35085,78,4,2024-11-28,22,Mobile Android,Wifi,Algorithmic,True,False,2,0.0,0.00169
721599,27376,22,2,2024-11-23,16,Mobile Android,Cellular,Search,False,False,238,0.00655,0.00963
721618,16477,2,1,2024-11-05,20,Mobile iOS,Wifi,Search,False,False,169,0.00333,0.00489
721625,35592,82,2,2024-07-16,20,Desktop,Wifi,Algorithmic,False,False,204,0.00648,0.00953
721629,5986,76,4,2024-07-14,2,Tablet,Wifi,Algorithmic,False,True,135,0.00119,0.00175
721631,2003,1,3,2024-02-21,4,Smart Speaker,Wifi,Algorithmic,True,False,2,0.0,0.00221
721645,13391,80,3,2024-05-10,2,Smart Speaker,Cellular,Algorithmic,False,True,269,0.00138,0.00203
721667,42338,68,4,2024-08-31,14,Desktop,Cellular,Algorithmic,True,False,17,0.0,0.00466
721673,44853,16,2,2024-08-25,16,Smart Speaker,Wifi,Search,True,False,16,0.0,0.00176
721676,33919,31,3,2024-03-05,22,Smart Speaker,Cellular,Algorithmic,False,False,124,0.00422,0.00621
721683,27914,94,4,2024-03-16,23,Mobile Android,Wifi,Search,True,False,25,0.0,0.00137
721690,3797,2,4,2024-06-14,23,Mobile iOS,Wifi,Algorithmic,True,False,2,0.0,0.0022
721694,38406,92,1,2024-04-03,1,Tablet,Wifi,Algorithmic,False,False,168,0.00316,0.00465
721751,35352,48,2,2024-07-16,0,Mobile iOS,Cellular,Algorithmic,False,False,180,0.00669,0.00984
721765,22966,57,2,2024-06-20,0,Desktop,Offline,Search,False,False,183,0.00442,0.0065
721785,7329,27,1,2024-01-18,22,Mobile Android,Wifi,Editorial,False,True,227,0.0055,0.00809
721791,34521,14,3,2024-08-04,11,Mobile iOS,Cellular,Editorial,False,False,242,0.00611,0.00898
721805,28899,98,1,2024-09-22,8,Mobile iOS,Wifi,Algorithmic,False,False,150,0.0015,0.0022
721817,39162,4,1,2024-01-13,6,Mobile Android,Wifi,Search,False,False,232,0.00447,0.00657
721824,27679,9,2,2024-04-14,16,Desktop,Wifi,Search,False,False,163,0.00116,0.00171
721825,42222,75,2,2024-05-01,17,Mobile Android,Wifi,Algorithmic,True,False,11,0.0,0.00222
721846,25395,83,4,2024-01-12,2,Smart Speaker,Wifi,Algorithmic,False,True,114,0.001,0.00147
721857,38967,3,3,2024-08-02,22,Mobile Android,Wifi,Search,True,False,6,0.0,0.0022
721860,11952,24,1,2024-10-03,17,Smart Speaker,Offline,Algorithmic,False,False,256,0.00411,0.00605
721868,8433,66,2,2024-08-24,18,Mobile iOS,Wifi,Search,True,False,27,0.0,0.00194
721870,14140,94,1,2024-05-18,17,Mobile iOS,Wifi,Search,False,False,111,0.00113,0.00166
721874,16811,69,2,2024-10-19,4,Mobile Android,Cellular,Algorithmic,False,False,209,0.00438,0.00644
721886,28212,19,4,2024-10-18,11,Smart Speaker,Wifi,Editorial,False,False,274,0.001,0.00147
721897,35479,55,1,2024-04-07,10,Smart Speaker,Wifi,Search,False,False,163,0.00384,0.00565
721918,6726,90,3,2024-08-04,14,Mobile Android,Wifi,Algorithmic,True,False,11,0.0,0.00866
721921,23322,4,3,2024-10-08,11,Tablet,Wifi,Algorithmic,True,False,5,0.0,0.00439
721923,22241,31,2,2024-05-07,1,Mobile Android,Cellular,Algorithmic,False,True,101,0.00615,0.00905
721934,12983,72,4,2024-05-28,8,Mobile Android,Wifi,Search,False,False,99,0.00366,0.00538
721936,4501,23,2,2024-06-25,9,Desktop,Wifi,Editorial,False,False,182,0.00099,0.00145
721950,41874,14,4,2024-09-04,21,Mobile iOS,Cellular,Search,False,False,169,0.00109,0.0016
721961,37559,72,3,2024-07-15,21,Desktop,Offline,Search,False,False,119,0.00126,0.00186
721963,26393,58,4,2024-09-13,4,Mobile iOS,Cellular,Search,False,True,193,0.00326,0.0048
721973,37701,43,2,2024-04-02,0,Tablet,Wifi,Editorial,False,False,237,0.00407,0.00598
721981,13690,47,2,2024-08-01,10,Tablet,Cellular,Algorithmic,False,False,162,0.00418,0.00614
721984,32808,1,3,2024-07-18,6,Mobile Android,Cellular,Editorial,False,True,174,0.00638,0.00938
721985,34311,65,2,2024-12-30,17,Desktop,Wifi,Editorial,False,False,111,0.00119,0.00175
721994,41999,55,4,2024-07-29,5,Mobile Android,Wifi,Algorithmic,False,False,221,0.00124,0.00183
721995,38034,90,2,2024-04-29,13,Mobile iOS,Wifi,Editorial,True,False,15,0.0,0.00562
722003,30738,6,1,2024-03-09,18,Mobile Android,Wifi,Search,False,False,232,0.0013,0.00191
722021,8428,54,1,2024-06-10,19,Mobile iOS,Wifi,Search,False,True,125,0.00483,0.00711
722039,31604,3,3,2024-06-29,0,Smart Speaker,Wifi,Algorithmic,True,True,11,0.0,0.00603
722061,3413,10,3,2024-08-12,12,Tablet,Wifi,Editorial,False,True,117,0.00524,0.00771
722062,13091,88,3,2024-11-18,18,Smart Speaker,Wifi,Algorithmic,True,False,6,0.0,0.00211
722072,2859,20,2,2024-10-05,17,Smart Speaker,Wifi,Algorithmic,True,False,16,0.0,0.0092
722094,3326,88,3,2024-08-21,20,Desktop,Offline,Search,False,False,147,0.00092,0.00135
722099,2830,38,4,2024-03-25,17,Mobile iOS,Wifi,Algorithmic,False,False,178,0.00341,0.00502
722100,34176,37,2,2024-06-04,22,Desktop,Wifi,Algorithmic,False,False,108,0.00124,0.00182
722111,16880,5,3,2024-01-08,12,Mobile Android,Offline,Search,False,False,111,0.00131,0.00193
722129,44032,45,2,2024-06-08,0,Tablet,Wifi,Search,False,False,155,0.0012,0.00176
722142,35794,58,4,2024-09-16,13,Desktop,Wifi,Algorithmic,False,False,172,0.00114,0.00168
722145,20340,57,1,2024-10-21,8,Desktop,Offline,Search,False,False,164,0.00133,0.00195
722152,11444,8,4,2024-05-05,23,Smart Speaker,Wifi,Editorial,True,False,4,0.0,0.00149
722160,15692,12,3,2024-08-26,9,Mobile Android,Wifi,Editorial,False,False,136,0.00113,0.00166
722161,7782,25,2,2024-08-26,7,Mobile Android,Wifi,Algorithmic,False,False,112,0.00105,0.00154
722173,28899,42,3,2024-10-14,17,Tablet,Cellular,Search,False,True,186,0.00099,0.00146
722176,27062,43,3,2024-11-10,6,Desktop,Wifi,Editorial,False,True,213,0.00119,0.00175
722179,34311,89,4,2024-05-10,7,Smart Speaker,Cellular,Search,True,False,19,0.0,0.00176
722192,35165,55,3,2024-11-10,4,Tablet,Wifi,Editorial,False,False,178,0.003,0.00441
722212,12069,79,1,2024-12-21,6,Mobile iOS,Wifi,Search,False,True,171,0.00323,0.00475
722218,39404,36,1,2024-09-04,6,Mobile Android,Wifi,Search,False,False,162,0.00094,0.00138
722221,29741,2,4,2024-11-09,10,Tablet,Cellular,Search,False,False,187,0.00145,0.00213
722241,190,95,2,2024-05-04,23,Smart Speaker,Cellular,Algorithmic,False,False,213,0.00311,0.00458
722244,29104,91,4,2024-02-18,22,Mobile iOS,Wifi,Algorithmic,False,False,191,0.00358,0.00526
722247,30266,35,2,2024-07-02,20,Tablet,Cellular,Algorithmic,False,False,263,0.00309,0.00455
722249,35375,3,2,2024-11-01,22,Mobile iOS,Wifi,Editorial,True,False,21,0.0,0.00204
722264,4491,30,3,2024-11-20,12,Tablet,Cellular,Search,False,False,197,0.00616,0.00906
722282,7036,73,2,2024-05-26,7,Mobile Android,Wifi,Algorithmic,True,False,20,0.0,0.00147
722310,277,10,1,2024-07-08,4,Tablet,Cellular,Algorithmic,False,False,143,0.0012,0.00176
722315,33492,90,3,2024-06-11,8,Mobile iOS,Offline,Editorial,True,False,7,0.0,0.00177
722322,7145,83,4,2024-06-04,5,Mobile iOS,Cellular,Algorithmic,False,False,120,0.00109,0.0016
722335,14702,53,4,2024-06-24,0,Tablet,Cellular,Search,False,False,174,0.0038,0.00559
722338,2330,9,3,2024-11-30,16,Smart Speaker,Wifi,Algorithmic,False,False,196,0.00415,0.00611
722339,12648,7,4,2024-02-20,2,Smart Speaker,Wifi,Editorial,False,False,241,0.00125,0.00184
722343,374,30,3,2024-08-30,5,Tablet,Offline,Search,False,False,178,0.00601,0.00884
722348,38384,62,4,2024-08-04,0,Desktop,Cellular,Algorithmic,False,False,201,0.00104,0.00153
722351,36987,60,4,2024-04-10,7,Tablet,Cellular,Search,False,False,152,0.00626,0.00921
722369,19857,11,3,2024-06-02,20,Mobile Android,Cellular,Editorial,False,False,214,0.00127,0.00187
722374,27867,58,4,2024-08-07,6,Smart Speaker,Wifi,Algorithmic,True,False,26,0.0,0.00206
722391,42522,2,2,2024-06-02,1,Smart Speaker,Cellular,Algorithmic,True,False,15,0.0,0.00515
722396,19930,25,3,2024-01-27,1,Smart Speaker,Cellular,Search,False,False,128,0.00129,0.00189
722407,36434,48,2,2024-07-16,13,Mobile Android,Wifi,Search,False,False,254,0.00619,0.0091
722425,38669,1,3,2024-03-02,2,Mobile iOS,Cellular,Search,False,False,199,0.00483,0.0071
722457,408,3,1,2024-03-27,21,Tablet,Wifi,Algorithmic,True,False,9,0.0,0.00638
722464,20656,93,4,2024-05-31,8,Desktop,Wifi,Search,False,True,122,0.00398,0.00585
722482,4405,6,4,2024-01-17,10,Smart Speaker,Cellular,Search,False,False,283,0.00496,0.0073
722485,33556,30,2,2024-11-23,22,Mobile Android,Wifi,Editorial,False,False,141,0.00564,0.00829
722497,21267,45,2,2024-08-24,23,Desktop,Cellular,Algorithmic,False,False,217,0.0059,0.00868
722505,9415,59,3,2024-05-20,17,Mobile Android,Cellular,Algorithmic,True,False,2,0.0,0.00498
722509,15777,71,3,2024-04-16,4,Mobile iOS,Wifi,Algorithmic,False,True,165,0.0011,0.00162
722514,42730,27,3,2024-07-02,12,Smart Speaker,Offline,Search,False,False,167,0.00351,0.00516
722537,42588,48,4,2024-08-17,13,Smart Speaker,Offline,Editorial,True,False,24,0.0,0.00774
722547,15792,5,4,2024-09-09,0,Mobile iOS,Cellular,Algorithmic,True,False,5,0.0,0.00221
722549,2778,91,4,2024-09-08,11,Smart Speaker,Offline,Algorithmic,False,False,156,0.00152,0.00223
722550,24641,37,4,2024-05-29,20,Smart Speaker,Wifi,Algorithmic,True,False,3,0.0,0.00218
722562,8033,33,4,2024-10-19,6,Desktop,Wifi,Algorithmic,True,False,6,0.0,0.00188
722582,36623,42,3,2024-08-28,12,Mobile iOS,Wifi,Editorial,True,False,14,0.0,0.00912
722597,22308,39,3,2024-09-01,3,Mobile Android,Wifi,Search,True,False,15,0.0,0.00173
722605,6304,63,4,2024-06-23,4,Smart Speaker,Wifi,Search,False,False,169,0.00492,0.00723
722606,34409,43,1,2024-01-10,12,Mobile Android,Wifi,Algorithmic,True,False,29,0.0,0.00223
722641,3639,12,4,2024-12-17,23,Tablet,Cellular,Editorial,True,False,7,0.0,0.00473
722645,10704,17,3,2024-11-19,22,Smart Speaker,Cellular,Algorithmic,True,False,20,0.0,0.00716
722678,14206,42,1,2024-11-06,7,Mobile iOS,Cellular,Algorithmic,True,False,7,0.0,0.00198
722682,11740,4,4,2024-01-27,4,Mobile iOS,Wifi,Search,True,False,3,0.0,0.00168
722695,18024,19,4,2024-09-14,5,Desktop,Wifi,Search,False,False,187,0.00451,0.00663
722703,1798,4,2,2024-06-02,10,Desktop,Cellular,Search,False,False,235,0.00664,0.00976
722704,9706,68,4,2024-12-06,1,Desktop,Cellular,Editorial,False,False,254,0.00121,0.00178
722762,8946,5,1,2024-08-10,11,Desktop,Wifi,Search,True,False,5,0.0,0.00203
722771,13107,14,3,2024-09-20,2,Mobile Android,Wifi,Algorithmic,False,False,263,0.00555,0.00816
722786,15645,37,1,2024-11-04,8,Mobile Android,Wifi,Search,False,True,170,0.006,0.00883
722789,44845,95,4,2024-10-20,14,Tablet,Cellular,Algorithmic,True,False,12,0.0,0.00185
722856,9390,12,4,2024-03-10,8,Smart Speaker,Wifi,Search,False,False,166,0.00118,0.00173
722860,5172,7,1,2024-09-18,4,Desktop,Wifi,Search,True,False,9,0.0,0.00202
722879,435,64,2,2024-12-29,17,Desktop,Wifi,Algorithmic,True,False,10,0.0,0.00155
722890,18338,45,3,2024-05-29,0,Desktop,Cellular,Search,True,False,28,0.0,0.00596
722893,10448,44,3,2024-10-27,20,Desktop,Wifi,Search,False,False,256,0.00125,0.00184
722895,3673,29,2,2024-04-13,17,Desktop,Wifi,Algorithmic,False,False,164,0.00343,0.00505
722898,8528,2,3,2024-09-24,14,Mobile iOS,Cellular,Search,False,False,205,0.00146,0.00214
722902,8402,76,4,2024-05-04,0,Desktop,Wifi,Algorithmic,False,True,210,0.00579,0.00852
722917,42353,48,4,2024-08-19,3,Mobile Android,Wifi,Search,True,False,21,0.0,0.00618
722923,8183,57,3,2024-11-15,9,Mobile Android,Cellular,Search,False,False,197,0.00487,0.00716
722943,25410,34,3,2024-04-25,18,Mobile Android,Wifi,Algorithmic,True,False,2,0.0,0.00189
722982,12960,84,4,2024-01-07,20,Mobile Android,Offline,Algorithmic,False,True,221,0.00539,0.00792
722993,5530,36,1,2024-01-27,20,Smart Speaker,Cellular,Search,False,False,121,0.00271,0.00398
722994,33926,97,4,2024-01-04,6,Smart Speaker,Cellular,Search,False,False,229,0.00303,0.00446
722999,41196,90,2,2024-12-29,1,Desktop,Wifi,Search,True,False,3,0.0,0.00182
723009,6385,4,1,2024-02-03,21,Smart Speaker,Offline,Algorithmic,True,False,2,0.0,0.00137
723023,38224,1,3,2024-12-08,1,Tablet,Cellular,Algorithmic,True,False,5,0.0,0.0065
723028,22966,96,1,2024-12-18,10,Tablet,Wifi,Algorithmic,False,False,147,0.00397,0.00584
723039,40778,25,2,2024-01-22,19,Smart Speaker,Wifi,Search,False,False,111,0.00585,0.0086
723069,44434,77,1,2024-10-21,11,Smart Speaker,Cellular,Search,False,False,201,0.00285,0.00419
723072,24468,84,2,2024-09-27,0,Smart Speaker,Wifi,Search,True,False,15,0.0,0.00925
723076,32229,41,2,2024-03-31,8,Desktop,Wifi,Algorithmic,True,False,7,0.0,0.00764
723080,33954,43,1,2024-03-12,19,Tablet,Wifi,Editorial,False,False,203,0.00104,0.00153
723081,27978,7,4,2024-12-04,20,Desktop,Wifi,Search,False,False,236,0.00353,0.00519
723109,22263,36,1,2024-02-04,23,Tablet,Wifi,Search,False,False,133,0.00419,0.00616
723114,27078,11,1,2024-10-27,0,Desktop,Wifi,Editorial,False,False,153,0.00134,0.00197
723125,14963,24,3,2024-07-15,3,Mobile Android,Cellular,Algorithmic,True,False,25,0.0,0.00221
723141,39598,34,1,2024-11-30,5,Mobile iOS,Wifi,Search,False,False,159,0.00129,0.0019
723151,29483,11,4,2024-02-12,4,Mobile iOS,Wifi,Search,False,False,202,0.0011,0.00162
723158,8078,30,4,2024-08-21,12,Tablet,Wifi,Editorial,False,False,184,0.00295,0.00434
723163,21407,52,3,2024-03-16,16,Desktop,Wifi,Editorial,False,True,139,0.00139,0.00205
723204,27971,12,2,2024-11-23,21,Mobile iOS,Cellular,Search,False,False,143,0.00152,0.00224
723208,26429,6,2,2024-07-03,9,Desktop,Offline,Search,False,False,286,0.00558,0.00821
723218,23490,6,2,2024-10-28,17,Desktop,Wifi,Algorithmic,True,False,11,0.0,0.0018
723224,5061,5,3,2024-07-12,10,Desktop,Wifi,Algorithmic,False,True,163,0.00132,0.00194
723231,42025,70,4,2024-04-15,20,Mobile iOS,Wifi,Search,False,False,165,0.00547,0.00805
723232,40788,42,1,2024-12-11,17,Mobile iOS,Wifi,Algorithmic,True,False,21,0.0,0.00158
723239,35328,54,2,2024-08-06,14,Mobile Android,Wifi,Algorithmic,True,False,3,0.0,0.00169
723250,8750,4,2,2024-10-06,11,Desktop,Wifi,Editorial,False,False,283,0.00524,0.00771
723253,4701,85,3,2024-10-21,7,Smart Speaker,Wifi,Editorial,True,False,23,0.0,0.00221
723258,20471,31,1,2024-07-28,22,Mobile Android,Wifi,Search,False,False,137,0.0032,0.00471
723289,35155,16,2,2024-08-26,22,Mobile iOS,Cellular,Algorithmic,True,False,11,0.0,0.00196
723297,23837,2,1,2024-07-10,2,Tablet,Wifi,Editorial,False,False,205,0.00137,0.00202
723327,41908,77,2,2024-05-12,14,Mobile Android,Wifi,Search,False,False,234,0.0014,0.00206
723344,24476,75,2,2024-03-03,3,Tablet,Cellular,Search,False,False,266,0.00124,0.00182
723365,26039,23,4,2024-09-27,19,Mobile iOS,Wifi,Editorial,False,True,154,0.00384,0.00564
723379,2935,3,1,2024-07-05,8,Tablet,Cellular,Search,False,False,203,0.00112,0.00164
723406,5063,6,1,2024-10-30,8,Desktop,Wifi,Search,True,False,6,0.0,0.00152
723408,30921,14,1,2024-12-19,18,Tablet,Wifi,Search,False,True,206,0.00282,0.00415
723417,1493,60,1,2024-01-05,0,Mobile iOS,Wifi,Editorial,False,False,191,0.0012,0.00177
723423,31324,26,4,2024-10-19,10,Tablet,Cellular,Algorithmic,False,False,237,0.0053,0.00779
723450,39523,7,4,2024-07-24,3,Mobile iOS,Wifi,Algorithmic,False,True,176,0.0015,0.00221
723457,36569,3,3,2024-08-10,8,Tablet,Cellular,Search,False,False,177,0.00112,0.00164
723458,30632,25,1,2024-07-05,8,Mobile iOS,Wifi,Search,False,True,151,0.00438,0.00644
723462,1651,12,4,2024-10-28,17,Mobile iOS,Wifi,Algorithmic,True,False,27,0.0,0.00215
723463,22037,24,3,2024-06-10,22,Smart Speaker,Wifi,Editorial,False,True,236,0.0015,0.00221
723467,29987,47,1,2024-06-27,3,Smart Speaker,Wifi,Search,False,False,114,0.00658,0.00967
723468,26000,16,3,2024-07-11,7,Tablet,Wifi,Algorithmic,True,False,3,0.0,0.00465
723471,1728,19,1,2024-10-25,10,Mobile iOS,Cellular,Algorithmic,True,False,12,0.0,0.00628
723500,28406,28,1,2024-10-20,20,Desktop,Offline,Algorithmic,True,False,17,0.0,0.00537
723501,7270,5,3,2024-07-20,22,Mobile Android,Cellular,Algorithmic,False,False,151,0.0051,0.0075
723503,35834,40,3,2024-12-30,20,Mobile Android,Cellular,Editorial,False,False,244,0.00097,0.00142
723526,44299,89,3,2024-01-24,8,Smart Speaker,Wifi,Search,False,True,120,0.00409,0.00601
723534,24468,20,2,2024-12-28,19,Mobile Android,Wifi,Editorial,False,True,179,0.00482,0.00709
723538,44185,66,2,2024-08-16,5,Mobile Android,Wifi,Search,False,False,148,0.00427,0.00628
723543,37946,53,3,2024-01-29,4,Mobile Android,Offline,Algorithmic,False,False,162,0.00099,0.00146
723551,435,90,4,2024-06-17,23,Mobile Android,Wifi,Algorithmic,False,False,176,0.00143,0.00211
723574,42638,29,1,2024-05-11,7,Tablet,Cellular,Search,False,False,158,0.00288,0.00423
723577,13091,44,2,2024-04-14,9,Mobile Android,Wifi,Editorial,False,False,192,0.00131,0.00192
723611,44073,64,3,2024-06-02,17,Mobile iOS,Cellular,Editorial,True,False,19,0.0,0.00606
723625,26892,91,1,2024-02-07,23,Mobile iOS,Wifi,Search,False,False,223,0.00566,0.00832
723636,3392,28,3,2024-08-31,0,Smart Speaker,Wifi,Algorithmic,False,False,198,0.00433,0.00637
723648,32016,18,2,2024-10-24,16,Mobile iOS,Offline,Search,True,False,22,0.0,0.00177
723653,28698,5,1,2024-10-23,0,Smart Speaker,Wifi,Algorithmic,True,False,18,0.0,0.00894
723656,8047,53,4,2024-08-30,3,Smart Speaker,Wifi,Editorial,False,False,146,0.00125,0.00184
723673,7145,83,2,2024-05-21,7,Desktop,Wifi,Editorial,True,False,11,0.0,0.00197
723683,44467,92,1,2024-07-13,16,Smart Speaker,Cellular,Algorithmic,False,False,202,0.00152,0.00223
723686,28172,3,2,2024-08-12,20,Smart Speaker,Wifi,Editorial,False,False,132,0.00481,0.00708
723694,19797,32,2,2024-06-01,18,Desktop,Cellular,Search,False,False,170,0.00603,0.00887
723717,22750,2,4,2024-05-18,13,Smart Speaker,Wifi,Search,False,False,220,0.00396,0.00582
723729,29530,55,2,2024-01-05,11,Tablet,Wifi,Editorial,False,False,206,0.00145,0.00213
723735,8127,70,1,2024-04-11,0,Mobile Android,Wifi,Search,False,False,112,0.00354,0.00521
723737,15441,92,1,2024-09-12,4,Mobile iOS,Cellular,Algorithmic,False,False,193,0.00609,0.00895
